,Candidate Deidentified ID,Work Company Name Deidentified ID,Work History Title,Work History Start Year,Work History End Year,Work History Start Month,Work History End Month
992,151,413.0,Senior Marketing Analyst,2020.0,2021.0,7.0,3.0
235,34,92.0,Data Analyst,2021.0,2021.0,8.0,11.0
185,28,72.0,Performance and Reporting Analyst,2019.0,2020.0,6.0,5.0
350,54,140.0,Environmental Services Supervisor,2020.0,,4.0,
664,103,280.0,Senior BI Developer,2013.0,2017.0,10.0,6.0
498,73,201.0,Head Privilege Banker,2005.0,2010.0,9.0,9.0
897,133,371.0,Sr. Data Analyst,2021.0,,4.0,
52,9,21.0,Analyst,2018.0,2021.0,11.0,4.0
244,37,96.0,Data Analyst,2021.0,,8.0,
531,83,222.0,IT Business Analyst,2017.0,2018.0,5.0,7.0
213,32,86.0,Marketing Specialist,2019.0,2019.0,4.0,11.0
60,12,28.0,Delivery Lead,2016.0,2019.0,8.0,12.0
559,87,235.0,Systems Engineer,2014.0,2015.0,,
633,101,270.0,SQL Server BI Developer,2019.0,2020.0,2.0,7.0
502,74,205.0,Software Engineer,2001.0,2010.0,,
280,44,112.0,Inventory Associate,2019.0,2020.0,11.0,6.0
865,129,356.0,Associate Software Engineer,2014.0,2016.0,7.0,3.0
959,148,244.0,Data Analyst,2017.0,2020.0,12.0,1.0
258,38,100.0,Business Intelligence Solution Associate,2022.0,2024.0,6.0,3.0
689,107,122.0,Power Bi Developer,2018.0,,6.0,
743,113,315.0,Student Researcher,2011.0,2015.0,,
753,113,312.0,Post-Doctoral Researcher,2017.0,2018.0,,
935,142,393.0,Research Assistant,2019.0,2020.0,10.0,2.0
372,56,32.0,Senior Data Analyst,2020.0,2020.0,1.0,11.0
286,46,115.0,Business Intelligence Analyst,2019.0,2022.0,2.0,2.0
984,150,408.0,Business Analyst,2010.0,2011.0,6.0,2.0
856,126,353.0,SQL BI/DB Analyst,2019.0,2021.0,9.0,1.0
305,49,122.0,Power Bi Developer,2018.0,,6.0,
30,7,13.0,Lead Associate - Business Operations,2015.0,2018.0,3.0,3.0
1019,153,421.0,SQL Developer/DBA,2017.0,2019.0,11.0,4.0
3,2,4.0,,2019.0,2019.0,1.0,3.0
823,121,340.0,Credit Specialist,2017.0,2018.0,7.0,12.0
203,30,81.0,Lead Business Intelligence Consultant,2021.0,2021.0,7.0,9.0
456,67,180.0,"Analyst, QA Information",2017.0,2019.0,,
835,122,342.0,Student Researcher,2021.0,2022.0,10.0,4.0
186,28,73.0,,2018.0,2018.0,2.0,12.0
568,88,240.0,Data Analyst,2016.0,2018.0,6.0,12.0
732,113,312.0,Teaching Assistant,2011.0,2015.0,,
50,9,19.0,Business Consultant,2021.0,,4.0,
858,128,,,,,,
268,40,101.0,,2021.0,,5.0,
564,87,237.0,Supply Chain Data Analyst,2019.0,2020.0,3.0,2.0
571,89,241.0,Trainee,2018.0,2019.0,12.0,5.0
229,34,91.0,Pricing Analyst,2021.0,,11.0,
839,122,346.0,Mentor,2021.0,2022.0,9.0,4.0
824,121,341.0,Sales Representative,2014.0,2015.0,5.0,5.0
631,99,,,,,,
16,3,8.0,Supervisor,2021.0,2021.0,4.0,4.0
301,48,119.0,Business Intelligence Analyst,2015.0,2020.0,,
834,121,339.0,,2014.0,2014.0,2.0,3.0
504,74,206.0,Systems Analyst,2012.0,2016.0,,
336,53,138.0,Data Scientist,2019.0,2020.0,,
505,74,205.0,Software Engineer,2001.0,2010.0,,
313,50,126.0,DATA ANALYST,2022.0,,1.0,
672,104,285.0,Sr.BI& Reporting Analyst,2019.0,,6.0,
590,93,248.0,,2001.0,,,
679,105,291.0,BI Developer,2021.0,,9.0,
761,113,314.0,Teaching Assistant,2002.0,2003.0,,
329,52,,,,,,
801,116,328.0,Call Center Representative,2018.0,2019.0,,
462,69,183.0,Reporting Analyst,2016.0,2019.0,,
816,119,333.0,Data Analyst,2019.0,2022.0,10.0,3.0
216,32,86.0,Marketing Specialist,2019.0,2019.0,4.0,11.0
105,18,50.0,Business Analyst,2020.0,2022.0,5.0,4.0
506,74,206.0,Systems Analyst,2012.0,2016.0,,
630,98,269.0,Business Intelligence Analyst,2015.0,2018.0,,
963,149,405.0,Power BI Developer,2021.0,,8.0,
510,76,38.0,Sr. Business Analyst,2020.0,,2.0,
606,94,253.0,Business Intelligence Developer,2019.0,,3.0,
933,141,392.0,Techno Functional Consultant,2011.0,2014.0,3.0,10.0
988,150,411.0,Industrial Engineer,2011.0,2014.0,2.0,3.0
270,41,104.0,Data Analyst,2018.0,2021.0,8.0,4.0
389,56,148.0,Accounting office Associate,2011.0,2013.0,11.0,4.0
608,94,256.0,IT Technician,2017.0,2018.0,10.0,4.0
360,55,147.0,Technician,2016.0,2016.0,,
351,55,142.0,Technician,2015.0,2016.0,,
404,56,151.0,Business Analyst,2009.0,2010.0,1.0,12.0
204,31,82.0,TECHNICAL DATA ANALYST,2021.0,,7.0,
803,117,329.0,Classroom Teacher,2001.0,2002.0,,
822,121,339.0,,2014.0,2014.0,2.0,3.0
778,114,319.0,Intern,2017.0,2017.0,5.0,6.0
833,121,339.0,,2014.0,2014.0,2.0,3.0
931,141,392.0,Senior BI Consultant,2016.0,2018.0,1.0,10.0
1008,152,418.0,BUSINESS DATA ANALYST,2019.0,,10.0,
674,104,287.0,Software Engineer,2013.0,2016.0,7.0,10.0
154,27,67.0,Software Engineer,2008.0,2009.0,1.0,6.0
308,49,122.0,Power Bi Developer,2018.0,,6.0,
143,24,,,,,,
680,105,292.0,Database Analyst,2017.0,2018.0,1.0,6.0
250,37,96.0,Data Analyst,2021.0,,8.0,
694,107,121.0,Business Intelligence Analyst,2017.0,2018.0,10.0,5.0
68,13,32.0,Sales Analyst,2018.0,,11.0,
88,16,41.0,Technical Assistant,2017.0,2017.0,3.0,6.0
222,33,89.0,Lecturer - Computer Engineering,2019.0,2021.0,7.0,3.0
335,53,70.0,Data Analyst,2021.0,,9.0,
304,49,121.0,Business Intelligence Analyst,2017.0,2018.0,10.0,5.0
179,28,73.0,,2018.0,2018.0,2.0,12.0
496,73,198.0,Senior Manager,2017.0,2018.0,1.0,12.0
99,16,43.0,Specialist,2016.0,2017.0,4.0,3.0
452,66,178.0,Business Analyst,2021.0,,1.0,
20,4,10.0,Programmer Analyst,2016.0,2018.0,2.0,4.0
200,30,43.0,Senior Software Engineer,2012.0,2017.0,6.0,10.0
748,113,313.0,Post-Doctoral Researcher,2015.0,2016.0,,
764,113,312.0,Post-Doctoral Researcher,2017.0,2018.0,,
636,102,273.0,Senior Management Consultant,2004.0,2015.0,5.0,10.0
14,3,5.0,Solution Architect,2020.0,2020.0,9.0,9.0
1007,152,419.0,CLIENT SERVICE REPRESENTATIVE,2016.0,2017.0,12.0,11.0
1016,153,423.0,POWER BI DEVELOPER,2019.0,2020.0,4.0,8.0
271,41,105.0,Analyst,2014.0,2015.0,9.0,9.0
595,94,253.0,Business Intelligence Developer,2019.0,,3.0,
1023,154,425.0,Business Intelligence Analyst,2021.0,,3.0,
656,102,277.0,,2019.0,2020.0,8.0,7.0
838,122,345.0,Data Research Analyst,2022.0,2022.0,5.0,10.0
253,38,99.0,Software Engineer,2018.0,2021.0,7.0,8.0
468,70,189.0,BI Engineer,2016.0,2019.0,9.0,12.0
53,10,22.0,Senior Software Engineer/Analyst,2018.0,2020.0,8.0,9.0
470,71,191.0,,2005.0,2008.0,,
974,150,408.0,Business Analyst,2010.0,2011.0,6.0,2.0
400,56,150.0,Business System Analyst,2004.0,2008.0,6.0,12.0
530,83,221.0,Associate Software Engineer,2018.0,2020.0,8.0,1.0
391,56,32.0,Business System Analyst,2013.0,2017.0,4.0,11.0
430,61,167.0,Quality Analyst,2012.0,2016.0,7.0,7.0
493,73,202.0,Senior Manager,2015.0,2016.0,11.0,12.0
151,27,64.0,Software Developer,2007.0,2008.0,1.0,1.0
921,138,383.0,Power BI Developer,2021.0,,12.0,
601,94,256.0,IT Technician,2017.0,2018.0,10.0,4.0
639,102,274.0,Business & Organizational Development Manager,2018.0,2019.0,11.0,7.0
683,105,292.0,Database Analyst,2017.0,2018.0,1.0,6.0
192,29,76.0,Data Analyst,2018.0,2020.0,6.0,2.0
577,90,242.0,SQL Developer/ Power BI,2020.0,2020.0,4.0,4.0
198,30,78.0,Senior Business Intelligence Consultant,2021.0,2022.0,7.0,3.0
174,27,71.0,,2012.0,2016.0,9.0,5.0
272,41,105.0,Analyst,2014.0,2015.0,9.0,9.0
121,23,55.0,Data Analyst,2016.0,2018.0,9.0,8.0
103,18,49.0,Business Development Executive,2020.0,2020.0,1.0,4.0
125,23,55.0,Desktop Support,2016.0,2016.0,4.0,8.0
257,38,100.0,Business Intelligence Solution Associate,2022.0,2024.0,6.0,3.0
483,73,200.0,,2010.0,2013.0,9.0,11.0
345,54,139.0,Operations - Executive Facility Management& Marketing,2011.0,2019.0,3.0,2.0
658,102,279.0,Business Development,2015.0,2018.0,11.0,3.0
31,7,13.0,Consultant - Business Analysis & Insights,2018.0,2021.0,3.0,6.0
169,27,67.0,Software Engineer,2008.0,2009.0,1.0,6.0
129,23,59.0,Graduate Research Assistant,2018.0,2022.0,9.0,1.0
724,112,308.0,Analyst,2017.0,2017.0,1.0,11.0
1024,155,426.0,Software Developer,2015.0,2016.0,,
215,32,87.0,Business Intelligence Intern,2017.0,2017.0,1.0,7.0
947,145,398.0,Product Consultant,2019.0,2020.0,6.0,3.0
519,80,214.0,,2019.0,2019.0,,
736,113,312.0,Teaching Assistant,2011.0,2015.0,,
489,73,196.0,Data Analyst,2019.0,2020.0,6.0,12.0
561,87,238.0,,2020.0,2021.0,2.0,12.0
266,40,103.0,Associate Software Engineer,2015.0,2017.0,4.0,1.0
206,31,84.0,DATA ANALYST,2018.0,2019.0,4.0,8.0
544,85,228.0,MANAGER,2012.0,2013.0,8.0,7.0
394,56,152.0,Senior Data Analyst,2020.0,2022.0,11.0,6.0
165,27,68.0,,2017.0,2018.0,11.0,9.0
331,53,137.0,Business Analyst,2013.0,2018.0,,
539,84,226.0,DATA REPORTING ANALYST,2019.0,2020.0,6.0,1.0
943,145,398.0,Product Consultant,2019.0,2020.0,6.0,3.0
581,91,,,,,,
919,137,381.0,,2019.0,,11.0,
549,86,232.0,Investment Analyst,2017.0,2020.0,12.0,5.0
543,84,226.0,DATA REPORTING ANALYST,2019.0,2020.0,6.0,1.0
721,112,310.0,Transportation Analyst,2019.0,,11.0,
517,78,213.0,Senior Support Officer,2003.0,2005.0,5.0,6.0
161,27,68.0,,2017.0,2018.0,11.0,9.0
411,57,157.0,Customer Support Specialist,2018.0,2018.0,6.0,9.0
318,50,130.0,,2009.0,2013.0,6.0,5.0
934,141,70.0,Senior Reporting Analyst,2019.0,,1.0,
869,129,357.0,Data Science Researcher,2018.0,2021.0,9.0,12.0
292,47,117.0,DATA ANALYST,2010.0,2014.0,2.0,4.0
15,3,6.0,Supervisor,2021.0,2021.0,10.0,10.0
752,113,312.0,Post-Doctoral Researcher,2020.0,2021.0,,
853,126,216.0,Data Analyst,2021.0,,3.0,
575,89,60.0,Graduate Teaching Assistant,2021.0,2022.0,9.0,4.0
139,23,59.0,Graduate Research Assistant,2018.0,2022.0,9.0,1.0
704,109,299.0,Operations Analyst,2021.0,,4.0,
118,23,55.0,Data Analyst,2016.0,2018.0,9.0,8.0
311,50,125.0,ANALYST,2014.0,2014.0,9.0,12.0
366,55,145.0,Aircraft Mechanic,2017.0,2019.0,,
717,111,307.0,Business Intelligence Consultant,2021.0,,2.0,
693,107,121.0,Business Intelligence Analyst,2017.0,2018.0,10.0,5.0
484,73,201.0,Head Privilege Banker,2005.0,2010.0,9.0,9.0
536,84,224.0,ASSOCIATE BI ANALYST,2018.0,2019.0,1.0,3.0
212,32,85.0,Marketing Officer,2017.0,2019.0,9.0,4.0
556,87,234.0,Project Management Analyst,2021.0,,12.0,
956,147,402.0,Sales Associate,2018.0,2018.0,1.0,4.0
402,56,151.0,Business Analyst,2009.0,2010.0,1.0,12.0
611,95,259.0,,2016.0,2022.0,6.0,3.0
1003,152,419.0,RESOURCE OPTIMIZATION SPECIALIST,2017.0,2019.0,11.0,9.0
768,113,312.0,Post-Doctoral Researcher,2020.0,2021.0,,
582,92,244.0,SQL DBA,2018.0,2019.0,11.0,4.0
95,16,47.0,Statistician III,2011.0,2014.0,5.0,2.0
377,56,148.0,Accounting office Associate,2011.0,2013.0,11.0,4.0
860,129,356.0,Associate Software Engineer,2014.0,2016.0,7.0,3.0
61,12,29.0,,2014.0,2016.0,7.0,7.0
285,46,114.0,"Software Engineer, Business Intelligence",2014.0,2015.0,9.0,12.0
952,146,401.0,Process Engineer,2016.0,2018.0,7.0,11.0
594,94,252.0,System Analyst,2016.0,2016.0,5.0,8.0
441,62,171.0,Administrative Assistant,2019.0,2020.0,11.0,11.0
877,130,362.0,Retail Marketing Associate,2020.0,2020.0,,
63,12,31.0,Business Intelligence Analyst,2020.0,2021.0,6.0,12.0
458,67,179.0,,2020.0,2021.0,,
592,93,250.0,Process Engineer,2016.0,2018.0,3.0,10.0
618,96,264.0,Expert,2017.0,2017.0,9.0,12.0
419,59,161.0,BlackBerry Operations Network Data Analyst,2009.0,2012.0,1.0,8.0
619,96,263.0,Specialist,2012.0,2013.0,7.0,5.0
873,129,358.0,Data & Reporting Analyst,2018.0,2018.0,3.0,8.0
987,150,410.0,Business Analyst,2014.0,2018.0,3.0,9.0
102,17,48.0,Data Analyst,2021.0,2021.0,8.0,10.0
574,89,241.0,Systems Engineer,2019.0,2020.0,9.0,11.0
279,43,111.0,SERVICE DESK ANALYST,2019.0,2019.0,3.0,6.0
659,102,279.0,Business Development,2015.0,2018.0,11.0,3.0
181,28,72.0,Performance and Reporting Analyst,2019.0,2020.0,6.0,5.0
474,72,194.0,Post-doctoral Fellow,2018.0,2020.0,1.0,11.0
485,73,200.0,,2010.0,2013.0,9.0,11.0
515,78,213.0,Senior Support Officer,2003.0,2005.0,5.0,6.0
584,92,216.0,Data Engineer,2021.0,,1.0,
847,124,350.0,,2015.0,2016.0,9.0,6.0
390,56,32.0,Senior Data Analyst,2020.0,2020.0,1.0,11.0
910,135,376.0,Cashier,2021.0,,9.0,
134,23,56.0,Teaching Assistant,2014.0,2017.0,9.0,4.0
375,56,149.0,Business Intelligence Analyst,2017.0,2019.0,11.0,12.0
917,137,380.0,Administrator,2019.0,2019.0,6.0,10.0
417,59,162.0,Sr. Systems Analyst,2014.0,2020.0,3.0,6.0
819,120,336.0,Operation Officer,2021.0,,10.0,
881,130,361.0,Data Reporting Analyst,2017.0,2017.0,,
773,114,317.0,Childcare Supervisor,2011.0,2013.0,12.0,12.0
830,121,340.0,Credit Specialist,2017.0,2018.0,7.0,12.0
911,135,377.0,Computer Teacher,2016.0,2019.0,9.0,2.0
895,133,370.0,SQL Data/BI Analyst,2017.0,2019.0,6.0,5.0
723,112,311.0,Practitioner,2014.0,,3.0,
354,55,145.0,Technician,2016.0,2017.0,,
995,151,416.0,Financial Analyst,2016.0,2016.0,1.0,4.0
1025,155,427.0,Business Risk Analyst,2019.0,,,
840,123,,,,,,
72,14,35.0,Marketing Coordinator,2016.0,2017.0,6.0,7.0
837,122,344.0,Data Analytics Consultant,2022.0,2023.0,11.0,10.0
396,56,151.0,Business Analyst,2009.0,2010.0,1.0,12.0
492,73,199.0,Wealth Manager,2014.0,2015.0,2.0,10.0
900,133,371.0,Sr. Data Analyst,2021.0,,4.0,
11,3,9.0,Supply Chain Management Intern,2018.0,2019.0,9.0,4.0
293,47,118.0,PL/SQL DEVELOPER,2004.0,2010.0,5.0,1.0
450,66,177.0,Business Analyst,2018.0,2020.0,9.0,12.0
357,55,147.0,Technician,2016.0,2016.0,,
589,93,247.0,Process Improvement Engineer,2003.0,2011.0,10.0,2.0
843,124,349.0,Teacher of Economics and Social Sciences,2017.0,2018.0,11.0,3.0
609,95,257.0,Project Lead,2020.0,2021.0,,
184,28,72.0,,2020.0,,6.0,
686,107,122.0,Power Bi Developer,2018.0,,6.0,
126,23,59.0,Graduate Research Assistant,2018.0,2022.0,9.0,1.0
647,102,278.0,Area Manager,2001.0,2004.0,6.0,4.0
241,37,96.0,Data Analyst,2021.0,,8.0,
690,107,121.0,Business Intelligence Analyst,2017.0,2018.0,10.0,5.0
299,47,118.0,PL/SQL DEVELOPER,2004.0,2010.0,5.0,1.0
147,26,62.0,Business Intelligence Analyst,2020.0,,3.0,
861,129,357.0,Data Science Researcher,2018.0,2021.0,9.0,12.0
19,4,10.0,Programmer Analyst,2016.0,2018.0,2.0,4.0
309,49,123.0,Jr Business Analyst,2015.0,2017.0,5.0,8.0
896,133,370.0,SQL Data/BI Analyst,2017.0,2019.0,6.0,5.0
168,27,65.0,Analyst,2018.0,2021.0,10.0,7.0
465,69,186.0,team member,2020.0,2021.0,10.0,8.0
593,93,251.0,Telecommunication R&D Engineer,2001.0,2003.0,9.0,9.0
1010,152,420.0,GRADUATE TEACHING ASSISTANT,2015.0,2016.0,9.0,8.0
191,29,76.0,Data Analyst,2018.0,2020.0,6.0,2.0
886,131,366.0,Software Developer,2018.0,2019.0,7.0,4.0
155,27,68.0,Data Analyst,2016.0,2017.0,5.0,10.0
740,113,312.0,Teaching Assistant,2011.0,2015.0,,
22,5,11.0,Manufacturing Quality Engineer,2017.0,2018.0,8.0,8.0
218,32,86.0,Marketing Specialist,2019.0,2019.0,4.0,11.0
903,134,125.0,SENIOR FUNDING OFFICER,2012.0,2020.0,,
444,63,173.0,DATA ANALYST,2017.0,2020.0,5.0,6.0
219,33,88.0,Lecturer,2013.0,2017.0,8.0,7.0
708,109,303.0,Data Analyst,2017.0,2019.0,3.0,3.0
33,7,13.0,Business Analyst - Projects Division,2013.0,2015.0,3.0,3.0
475,73,195.0,Business Analyst,2020.0,2020.0,7.0,12.0
573,89,241.0,Systems Engineer,2019.0,2020.0,9.0,11.0
6,3,7.0,,2019.0,2020.0,9.0,4.0
93,16,45.0,,2020.0,2021.0,9.0,8.0
12,3,7.0,,2019.0,2020.0,9.0,4.0
110,21,51.0,Business Analyst/IT Support,2017.0,2019.0,,
741,113,313.0,Post-Doctoral Researcher,2015.0,2016.0,,
5,3,6.0,Supervisor,2021.0,2021.0,10.0,10.0
337,53,136.0,Data Scientist,2021.0,2021.0,1.0,5.0
511,76,210.0,Business Analyst,2018.0,2020.0,3.0,1.0
281,45,,,,,,
990,150,409.0,Business Process Analyst,2008.0,2008.0,9.0,12.0
440,62,169.0,Data Analyst,2020.0,2022.0,12.0,2.0
551,86,232.0,Investment Analyst,2017.0,2020.0,12.0,5.0
645,102,275.0,Regional Sales Manager,1998.0,2001.0,11.0,5.0
439,62,171.0,Administrative Assistant,2019.0,2020.0,11.0,11.0
75,14,37.0,BUSINESS ADMINISTRATOR,2013.0,2013.0,6.0,12.0
386,56,32.0,Senior Data Analyst,2020.0,2020.0,1.0,11.0
562,87,236.0,Student Intern,2017.0,2017.0,9.0,12.0
532,83,221.0,Associate Software Engineer,2018.0,2020.0,8.0,1.0
872,129,357.0,Data Science Researcher,2018.0,2021.0,9.0,12.0
264,40,103.0,Associate Software Engineer,2015.0,2017.0,4.0,1.0
80,15,40.0,,2019.0,2020.0,8.0,12.0
994,151,415.0,Business Intelligence Analyst,2016.0,2017.0,8.0,5.0
343,54,140.0,Environmental Services Supervisor,2020.0,,4.0,
789,115,324.0,Logistics Analyst,2019.0,2019.0,8.0,12.0
77,14,36.0,BUSINESS MARKETING COORDINATOR,2014.0,2015.0,4.0,8.0
69,13,33.0,Junior Business Analyst,2016.0,2018.0,11.0,5.0
942,145,398.0,Product Consultant,2019.0,2020.0,6.0,3.0
482,73,199.0,Wealth Manager,2014.0,2015.0,2.0,10.0
555,87,235.0,Systems Engineer,2014.0,2015.0,,
255,38,99.0,Software Engineer,2018.0,2021.0,7.0,8.0
829,121,337.0,Data Analyst,2022.0,2022.0,1.0,5.0
9,3,8.0,Supervisor,2021.0,2021.0,4.0,4.0
884,130,363.0,Customer Service Representative,2018.0,2019.0,,
107,20,,,,,,
784,114,321.0,Sales Analyst,2021.0,2021.0,3.0,7.0
713,111,307.0,Business Intelligence Consultant,2021.0,,2.0,
811,118,,,,,,
87,16,46.0,Business Systems Consultant,2018.0,2020.0,10.0,9.0
162,27,71.0,,2012.0,2016.0,9.0,5.0
393,56,152.0,Senior Data Analyst,2020.0,2022.0,11.0,6.0
508,75,208.0,Power BI Developer,2021.0,,5.0,
928,140,389.0,Data Analyst,2016.0,2017.0,11.0,5.0
960,148,82.0,Data Analyst,2021.0,,8.0,
999,152,419.0,CLIENT SERVICE REPRESENTATIVE,2016.0,2017.0,12.0,11.0
518,79,,,,,,
949,145,398.0,Product Analyst,2020.0,2021.0,3.0,4.0
620,96,261.0,"Statistic specialist in Science, Technology",2019.0,,2.0,
54,10,22.0,Senior Software Engineer/Analyst,2018.0,2020.0,8.0,9.0
368,55,144.0,Aircraft Engineer,2019.0,2020.0,,
327,51,134.0,Technical Assistant - Energy and Sustainability Team,2018.0,2018.0,7.0,8.0
128,23,60.0,Graduate Teaching Assistant,2020.0,2020.0,1.0,4.0
399,56,152.0,Senior Data Analyst,2020.0,2022.0,11.0,6.0
570,88,239.0,Database Administrator,2021.0,2021.0,4.0,10.0
797,115,325.0,Business Analyst,2020.0,2021.0,11.0,4.0
123,23,57.0,,2020.0,2020.0,1.0,4.0
548,86,231.0,Senior Data Analyst,2015.0,2017.0,2.0,10.0
307,49,123.0,Jr Business Analyst,2015.0,2017.0,5.0,8.0
397,56,32.0,Business System Analyst,2013.0,2017.0,4.0,11.0
739,113,314.0,Teaching Assistant,2002.0,2003.0,,
538,84,225.0,E-COMMERCE ASSOCIATE EXECUTIVE,2014.0,2015.0,2.0,1.0
754,113,314.0,Teaching Assistant,2002.0,2003.0,,
586,92,244.0,SQL DBA,2018.0,2019.0,11.0,4.0
363,55,145.0,Technician,2016.0,2017.0,,
263,40,102.0,Software Engineer,2017.0,2018.0,1.0,8.0
21,4,10.0,Programmer Analyst,2016.0,2018.0,2.0,4.0
334,53,137.0,Business Analyst,2013.0,2018.0,,
325,51,135.0,Lean and Six Sigma Intern,2019.0,2020.0,5.0,9.0
529,82,220.0,Payment and Settlement Assistant,2019.0,2019.0,6.0,8.0
